30	0.726048857883	0.848558085646	99.2315280437
29	0.734715215722	0.82741847756	92.7093169689
28	0.720433175204	0.847731651435	91.2572340965
27	0.71994677674	0.83707949986	89.247895956
26	0.724097525551	0.797014817787	87.9440410137
25	0.707520805341	0.857219970575	92.6536769867
24	0.704812667216	0.767441725488	162.75663209
23	0.709110220961	0.887580047818	85.2435359955
22	0.720319342814	0.867213818235	78.8598210812
21	0.712657122522	0.816942446787	76.9505701065
20	0.716229186629	0.877345670778	82.3923258781
19	0.72738319682	0.836523773608	84.6623589993
18	0.722464463555	0.816722461426	79.1186060905
17	0.72698559709	0.857945741419	82.5176990032
16	0.709490403003	0.816816901709	167.764594078
15	0.708815392979	0.867068157091	80.5575790405
14	0.707328787537	0.85684005833	73.2037811279
13	0.690230573111	0.826900677509	70.0366668701
12	0.691535076204	0.82638109621	68.552836895
11	0.696822727915	0.857493188502	74.3949480057
10	0.683179214844	0.876582439072	144.213815928
9	0.691200442747	0.845844172811	80.661700964
8	0.696209536521	0.814622295831	129.154013157
7	0.692083360795	0.822479700031	58.3744258881
6	0.690180407263	0.843495668744	58.7070069313
5	0.683798718671	0.802551153869	47.2909691334
4	0.62693641345	0.744436141649	52.5647079945
3	0.60633926119	0.746893028491	47.7717399597
2	0.404447650609	0.403237130048	44.2998521328
1	0.39575584627	0.31869884612	42.841094017
