30	0.418856532939	-0.122537149988	22.4802451134
29	0.430666709933	-0.0527231347265	19.2007880211
28	0.429702999516	-0.00214855450379	25.2916481495
27	0.435693839979	-0.00704090564677	23.9937419891
26	0.441993565926	-0.0165606063746	24.3336238861
25	0.446792044398	-0.0184488141373	22.2660801411
24	0.454374365736	-0.00138652826695	20.2516999245
23	0.459746095781	0.042677990846	19.5817670822
22	0.464318187253	0.0537943250255	17.1515438557
21	0.476518137353	0.0298217961309	14.8953781128
20	0.487435572619	0.0488650680237	20.0126590729
19	0.480779327914	0.0454623385902	16.7343049049
18	0.477422006981	0.0484124180068	20.246186018
17	0.485212801656	0.00073072320223	21.2126319408
16	0.487271864202	0.0435759661334	13.3053371906
15	0.472613912334	0.0282110366524	15.8630280495
14	0.476123334019	0.0170423898217	21.2896230221
13	0.464140871256	-0.00125808064995	15.015237093
12	0.454758746612	-0.00101833882048	14.0543367863
11	0.460238327453	0.00125679987229	13.307186842
10	0.455703256299	-0.0620577380681	10.1490471363
9	0.454021245862	-0.0271677470018	10.963711977
8	0.468560463963	0.013149011705	11.5496838093
7	0.513901758013	0.0946420244965	8.63337111473
6	0.528555341909	0.0277734027659	5.84110713005
5	0.551644655772	0.0447128102429	9.42757415771
4	0.517913684708	0.0295340511986	6.19026899338
3	0.275963423946	-0.15811779286	5.013256073
2	0.268021867201	-0.134014314926	6.34122085571
1	0.250603395119	-0.0628128209521	5.75627398491
