keine	0.4205928553748931	 -0.10735116116593879
N	0.597729646297	0.150681930344
D	0.597729646297	0.150681930344
G	0.597729646297	0.150681930344
N,D	0.597729646297	0.150681930344
D,N	0.597729646297	0.150681930344
N,G	0.597729646297	0.150681930344
G,N	0.597729646297	0.150681930344
D,G	0.597729646297	0.150681930344
G,D	0.597729646297	0.150681930344
N,D,G	0.597729646297	0.150681930344
N,G,D	0.597729646297	0.150681930344
D,G,N	0.597729646297	0.150681930344
D,N,G	0.597729646297	0.150681930344
G,N,D	0.597729646297	0.150681930344
G,D,N	0.597729646297	0.150681930344
